translator,chapter,sentence_id,token_index,spanish,lemma,chinese,pinyin,meaning,pos,is_proper_noun,syntactic_role_es,syntactic_role_zh,verb_person,verb_number,verb_tense,verb_mood,other_translation,pronoun_ref,clause_type,note
arsovska,66,66-2,9,"pueden","poder","能","néng","Poder (能)","verbo",false,"Verbo modal","能愿动词",3,"plural","presente","indicativo","","","oración principal","'能'"
arsovska,66,66-2,10,"ser","ser","为","wéi","Ser (为王)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'为'"
arsovska,66,66-2,12,"reyes","rey","王","wáng","Reyes (王)","sustantivo",false,"Atributo","名词作表语","","","","","","","oración principal","'王'"
arsovska,66,66-3,2,"ello","ello","是以","shì yǐ","Ello ('por ello'=是以)","pronombre",false,"Término de preposición","中性代词","","","","","","","oración principal","'是以'"
arsovska,66,66-3,3,"si","si","欲","yù","Si (condicional, 欲)","conjunción",false,"Nexo condicional","条件连词","","","","","","","subordinada condicional","'欲上民'"
arsovska,66,66-3,4,"quieres","querer","欲","yù","Querer (欲)","verbo",false,"Verbo de la condicional","动词作谓语",2,"singular","presente","indicativo","","","subordinada condicional","第二人称! '欲上民'"
arsovska,66,66-3,5,"estar","estar","上","shàng","Estar (por encima) (上民)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","subordinada condicional","'上'"
arsovska,66,66-3,8,"pueblo","pueblo","民","mín","El pueblo (民)","sustantivo",false,"Término de preposición","名词","","","","","","","subordinada condicional","'民'"
arsovska,66,66-3,9,"tus","tu","（其）","-","Posesivo","determinante",false,"Determinante posesivo","物主限定词","","","","","","tus → tú","oración principal","'必以言下之'"
arsovska,66,66-3,10,"palabras","palabra","言","yán","Palabras (言)","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'言'"
arsovska,66,66-3,11,"deben","deber","必","bì","Deber (必)","verbo",false,"Verbo modal","能愿动词",3,"plural","presente","indicativo","","","oración principal","'必'"
arsovska,66,66-3,12,"indicar","indicar","下","xià","Indicar (lo contrario), rebajarse (言下之)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'下之'"
arsovska,66,66-3,13,"lo","lo","下","xià","Artículo neutro ('lo contrario'=下)","artículo",false,"Determinante neutro","中性冠词","","","","","","","oración principal","'下'"
arsovska,66,66-3,14,"contrario","contrario","下","xià","Lo contrario (言下之=说低下的话)","adjetivo",false,"Objeto (sustantivado)","形容词作宾语","","","","","","","oración principal","'下'"
arsovska,66,66-4,2,"quieres","querer","欲","yù","Querer (欲先民)","verbo",false,"Verbo de la condicional","动词作谓语",2,"singular","presente","indicativo","","","subordinada condicional","'欲先民'"
arsovska,66,66-4,3,"preceder","preceder","先","xiān","Preceder (先民)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","subordinada condicional","'先'"
arsovska,66,66-4,6,"debes","deber","必","bì","Deber (必)","verbo",false,"Verbo modal","能愿动词",2,"singular","presente","indicativo","","","oración principal","'必以身后之'"
arsovska,66,66-4,7,"situarte","situar","后","hòu","Situarte atrás (身后之)","verbo",false,"Verbo (infinitivo + pron.)","动词不定式+代词","","","","infinitivo","","te → tú","oración principal","'后之'"
arsovska,66,66-4,8,"atrás","atrás","后","hòu","Atrás (后)","adverbio",false,"CC de lugar","副词","","","","","","","oración principal","'后'"
arsovska,66,66-5,1,"Así","así","是以","shì yǐ","Así (conclusivo)","adverbio",false,"CC de modo","副词","","","","","","","oración principal","'是以圣人处上'"
arsovska,66,66-5,3,"sabio","sabio","圣人","shèng rén","El sabio","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","术语: 圣人"
arsovska,66,66-5,4,"está","estar","处","chǔ","Estar, situarse (处上)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'处'"
arsovska,66,66-5,5,"encima","encima","上","shàng","Encima (上)","adverbio",false,"CC de lugar","副词","","","","","","","oración principal","'上'"
arsovska,66,66-5,6,"pero","pero","而","ér","Pero (adversativa)","conjunción",false,"Nexo adversativo","转折连词","","","","","","","oración principal","'而民不重'"
arsovska,66,66-5,8,"pueblo","pueblo","民","mín","El pueblo (民)","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'民'"
arsovska,66,66-5,9,"no","no","不","bù","No (negación)","adverbio",false,"Adverbio de negación","否定副词","","","","","","","oración principal","'不重'"
arsovska,66,66-5,10,"siente","sentir","重","zhòng","Sentir (peso) (不重)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'重'"
arsovska,66,66-5,12,"peso","peso","重","zhòng","Peso (重)","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","'重'"
arsovska,66,66-6,1,"está","estar","处","chǔ","Estar (处前)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'处前而民不害'"
arsovska,66,66-6,2,"delante","delante","前","qián","Delante (前)","adverbio",false,"CC de lugar","副词","","","","","","","oración principal","'前'"
arsovska,66,66-6,5,"lastima","lastimar","害","hài","Lastimar, dañar (不害)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'不害'"
arsovska,66,66-7,1,"promueve","promover","推","tuī","Promover, empujar (乐推)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'天下乐推而不厌'"
arsovska,66,66-7,4,"aprisiona","aprisionar","厌","yàn","Aprisionar, hastiar (不厌)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","译本: 不厌→no aprisiona"
arsovska,66,66-8,3,"contender","contender","争","zhēng","Contender (不争)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'以其不争'"
arsovska,66,66-8,4,"nada","nada","莫","mò","Nada (莫能与之争)","pronombre",false,"Sujeto (negativo)","否定代词作主语","","","","","","","oración principal","'天下莫能与之争'"
arsovska,66,66-8,7,"mundo","mundo","天下","tiān xià","El mundo (天下)","sustantivo",false,"CC de lugar","名词","","","","","","","oración principal","'天下'"
arsovska,66,66-8,8,"puede","poder","能","néng","Poder (能)","verbo",false,"Verbo modal","能愿动词",3,"singular","presente","indicativo","","","oración principal","'能'"
arsovska,66,66-8,9,"luchar","luchar","争","zhēng","Luchar, contender (争)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'争'"
arsovska,66,66-8,11,"él","él","之","zhī","Él (= el sabio)","pronombre",false,"Término de preposición","人称代词","","","","","","él → el sabio","oración principal","'与之争'"
arsovska,67,67-1,2,"cielo","cielo","天下","tiān xià","Bajo el cielo (天下)","sustantivo",false,"CC de lugar","名词","","","","","","","oración principal","'天下皆谓我道大'"
arsovska,67,67-1,3,"todos","todo","皆","jiē","Todos (皆)","pronombre",false,"Sujeto","代词作主语","","","","","","","oración principal","'皆'"
arsovska,67,67-1,4,"dicen","decir","谓","wèi","Decir (谓)","verbo",false,"Verbo principal","动词作谓语",3,"plural","presente","indicativo","","","oración principal","'谓'"
arsovska,67,67-1,5,"que","que","（从属连词）","-","Que (nexo sustantivo)","conjunción",false,"Nexo subordinante","从属连词","","","","","","","subordinada sustantiva",""
arsovska,67,67-1,6,"mi","mi","我","wǒ","Posesivo (mi Dao=我道)","determinante",false,"Determinante posesivo","物主限定词","","","","","","mi → yo","subordinada sustantiva","'我道'"
arsovska,67,67-1,7,"Dao","Dao","道","dào","El Dao","sustantivo",true,"Sujeto","名词作主语","","","","","","","subordinada sustantiva","专有名词"
arsovska,67,67-1,8,"es","ser","（系词）","-","Ser (cópula)","verbo",false,"Verbo copulativo","系动词",3,"singular","presente","indicativo","","","subordinada sustantiva","'道大'"
arsovska,67,67-1,9,"grande","grande","大","dà","Grande (大)","adjetivo",false,"Atributo","形容词作表语","","","","","","","subordinada sustantiva","'大'"
arsovska,67,67-2,1,"tal","tal","似","sì","Tal (parece) (似)","adverbio",false,"CC de modo","副词","","","","","","","oración principal","'似不肖'"
arsovska,67,67-2,2,"parece","parecer","似","sì","Parecer (似)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'似'"
arsovska,67,67-2,4,"nada","nada","不肖","bù xiào","Nada ('con nada se compara'=不肖)","pronombre",false,"Término de preposición","否定代词","","","","","","","oración principal","'不肖'"
arsovska,67,67-2,5,"se","se","（肖）","-","'se' pronominal","pronombre",false,"Pronombre pronominal","代词性成分","","","","","","se → el Dao","oración principal",""
arsovska,67,67-2,6,"compara","comparar","肖","xiào","Compararse, asemejarse (肖)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'肖'"
arsovska,67,67-3,1,"Justo","justo","唯","wéi","Justo, precisamente (夫唯大)","adverbio",false,"CC","副词","","","","","","","oración principal","'夫唯大'"
arsovska,67,67-3,4,"grandeza","grandeza","大","dà","Grandeza (大)","sustantivo",false,"Término de preposición","名词","","","","","","","oración principal","'大'"
arsovska,67,67-3,6,"nada","nada","不肖","bù xiào","Nada (不肖)","pronombre",false,"Objeto directo","否定代词","","","","","","","oración principal","'不肖'"
arsovska,67,67-3,7,"semeja","semejar","肖","xiào","Semejar (似不肖)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'故似不肖'"
arsovska,67,67-4,1,"si","si","若","ruò","Si (condicional)","conjunción",false,"Nexo condicional","条件连词","","","","","","","subordinada condicional","'若肖'"
arsovska,67,67-4,3,"algo","algo","肖","xiào","Algo (若肖)","pronombre",false,"Término de preposición","不定代词","","","","","","","subordinada condicional","'肖'"
arsovska,67,67-4,4,"semejara","semejar","肖","xiào","Semejar (若肖)","verbo",false,"Verbo de la condicional","从句谓语",3,"singular","pretérito imperfecto","subjuntivo","","","subordinada condicional","虚拟式未完成时! 'si semejara'"
arsovska,67,67-4,6,"grandeza","grandeza","细","xì","Grandeza (其细也夫, 反说)","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración exclamativa","'久矣其细也夫'"
arsovska,67,67-4,7,"menguaría","menguar","细","xì","Menguar, volverse menuda (细)","verbo",false,"Verbo principal","动词作谓语",3,"singular","condicional","indicativo","","","oración exclamativa","条件式! '其细也夫'"
arsovska,67,67-5,1,"Tengo","tener","有","yǒu","Tener (我有三宝)","verbo",false,"Verbo principal","动词作谓语",1,"singular","presente","indicativo","","","oración principal","'我有三宝' 第一人称"
arsovska,67,67-5,2,"yo","yo","我","wǒ","Yo (pronombre personal)","pronombre",false,"Sujeto","人称代词作主语","","","","","","","oración principal","'我'"
arsovska,67,67-5,3,"tres","tres","三","sān","Tres (三宝)","numeral",false,"Numeral","数词","","","","","","","oración principal","'三'"
arsovska,67,67-5,4,"tesoros","tesoro","宝","bǎo","Tesoros (宝)","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","'宝'"
arsovska,67,67-5,5,"que","que","（关系代词）","-","Que (relativo)","pronombre",false,"Nexo subordinante","关系代词","","","","","","que → tesoros","subordinada relativa","'持而保之'"
arsovska,67,67-5,6,"valoro","valorar","持","chí","Valorar, sostener (持)","verbo",false,"Verbo de la relativa","动词作谓语",1,"singular","presente","indicativo","","","subordinada relativa","'持'"
arsovska,67,67-5,8,"protejo","proteger","保","bǎo","Proteger (保之)","verbo",false,"Verbo de la relativa","动词作谓语",1,"singular","presente","indicativo","","","subordinada relativa","'保'"
arsovska,67,67-6,2,"compasión","compasión","慈","cí","Compasión (慈)","sustantivo",false,"Aposición","名词","","","","","","","oración principal","术语: 慈"
arsovska,67,67-6,4,"frugalidad","frugalidad","俭","jiǎn","Frugalidad (俭)","sustantivo",false,"Aposición","名词","","","","","","","oración principal","术语: 俭"
arsovska,67,67-6,6,"jamás","jamás","不敢","bù gǎn","Jamás (不敢为天下先)","adverbio",false,"Adverbio de negación","否定副词","","","","","","","oración principal","'不敢为天下先'"
arsovska,67,67-6,7,"preceder","preceder","先","xiān","Preceder (为天下先)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'先'"
arsovska,67,67-7,3,"compasión","compasión","慈","cí","Compasión (慈)","sustantivo",false,"Término de preposición","名词","","","","","","","oración principal","'慈故能勇'"
arsovska,67,67-7,4,"surge","surgir","能","néng","Surgir, poder (能勇)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'能'"
arsovska,67,67-7,6,"valentía","valentía","勇","yǒng","Valentía (勇)","sustantivo",false,"Sujeto (pospuesto)","名词作主语","","","","","","","oración principal","'勇'"
arsovska,67,67-8,3,"frugalidad","frugalidad","俭","jiǎn","Frugalidad (俭)","sustantivo",false,"Término de preposición","名词","","","","","","","oración principal","'俭故能广'"
arsovska,67,67-8,5,"generosidad","generosidad","广","guǎng","Generosidad, amplitud (广)","sustantivo",false,"Aposición","名词","","","","","","","oración principal","'广'"
arsovska,67,67-9,3,"jamás","jamás","不敢","bù gǎn","Jamás (不敢…先)","adverbio",false,"Adverbio de negación","否定副词","","","","","","","oración principal","'不敢为天下先'"
arsovska,67,67-9,4,"preceder","preceder","先","xiān","Preceder (先)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'先'"
arsovska,67,67-9,6,"liderazgo","liderazgo","器长","qì zhǎng","Liderazgo, jefatura (成器长)","sustantivo",false,"Aposición","名词","","","","","","","oración principal","'故能成器长'"
arsovska,67,67-10,1,"Pero","pero","今","jīn","Pero (adversativa, 今)","conjunción",false,"Nexo adversativo","转折连词","","","","","","","oración principal","'今舍慈且勇'"
arsovska,67,67-10,2,"hoy","hoy","今","jīn","Hoy (今)","adverbio",false,"CC de tiempo","时间副词","","","","","","","oración principal","'今'"
arsovska,67,67-10,3,"se","se","（舍）","-","'se' de pasiva refleja","pronombre",false,"Marca de pasiva refleja","被动标记","","","","","","se → impersonal","oración principal",""
arsovska,67,67-10,4,"abandona","abandonar","舍","shě","Abandonar, desechar (舍)","verbo",false,"Verbo (pasiva refleja)","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'舍慈'"
arsovska,67,67-10,6,"compasión","compasión","慈","cí","Compasión (慈)","sustantivo",false,"Sujeto paciente","名词作主语","","","","","","","oración principal","'慈'"
arsovska,67,67-10,9,"ella","ella","慈","cí","Ella (= la compasión)","pronombre",false,"Término de preposición","人称代词","","","","","","ella → la compasión","oración principal","'且勇'"
arsovska,67,67-10,11,"valentía","valentía","勇","yǒng","Valentía (勇)","sustantivo",false,"Aposición","名词","","","","","","","oración principal","'勇'"
arsovska,67,67-11,2,"frugalidad","frugalidad","俭","jiǎn","Frugalidad (俭)","sustantivo",false,"Sujeto paciente","名词作主语","","","","","","","oración principal","'舍俭且广'"
arsovska,67,67-11,5,"ella","ella","俭","jiǎn","Ella (= la frugalidad)","pronombre",false,"Término de preposición","人称代词","","","","","","ella → la frugalidad","oración principal","'且广'"
arsovska,67,67-11,7,"generosidad","generosidad","广","guǎng","Generosidad (广)","sustantivo",false,"Aposición","名词","","","","","","","oración principal","'广'"
arsovska,67,67-12,1,"Se","se","（舍）","-","'se' de pasiva refleja","pronombre",false,"Marca de pasiva refleja","被动标记","","","","","","se → impersonal","oración principal",""
arsovska,67,67-12,2,"sacrifica","sacrificar","舍","shě","Sacrificar, desechar (舍后且先)","verbo",false,"Verbo (pasiva refleja)","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'舍后且先'"
arsovska,67,67-12,4,"atrás","atrás","后","hòu","El atrás (后)","sustantivo",false,"Sujeto paciente","名词作主语","","","","","","","oración principal","'后'"
arsovska,67,67-12,7,"delantera","delantera","先","xiān","La delantera (先)","sustantivo",false,"Término de preposición","名词","","","","","","","oración principal","'先'"
arsovska,67,67-12,9,"eso","eso","（是）","-","Eso (demostrativo)","pronombre",false,"Sujeto","指示代词作主语","","","","","","","oración exclamativa","'死矣'"
arsovska,67,67-12,10,"es","ser","（系词）","-","Ser (cópula)","verbo",false,"Verbo copulativo","系动词",3,"singular","presente","indicativo","","","oración exclamativa",""
arsovska,67,67-12,12,"muerte","muerte","死","sǐ","Muerte (死矣)","sustantivo",false,"Atributo","名词作表语","","","","","","","oración exclamativa","'死矣'"
arsovska,67,67-12,13,"misma","mismo","矣","yǐ","Misma (intensificador)","adjetivo",false,"Modificador","形容词作定语","","","","","","","oración exclamativa","'矣'"
arsovska,67,67-13,2,"compasión","compasión","慈","cí","Compasión (慈)","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'夫慈以战则胜'"
arsovska,67,67-13,3,"vence","vencer","胜","shèng","Vencer (则胜)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'胜'"
arsovska,67,67-13,6,"guerra","guerra","战","zhàn","Guerra (战)","sustantivo",false,"CC de lugar","名词","","","","","","","oración principal","'战'"
arsovska,67,67-13,8,"resguarda","resguardar","固","gù","Resguardar, consolidar (则固)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'以守则固'"
arsovska,67,67-13,10,"Estado","Estado","守","shǒu","Estado ('resguarda al Estado'=守则固)","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","'守'"
arsovska,67,67-14,3,"cielo","cielo","天","tiān","El cielo (天)","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'天将救之'"
arsovska,67,67-14,4,"rescata","rescatar","救","jiù","Rescatar (救之)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'救'"
arsovska,67,67-14,6,"protege","proteger","卫","wèi","Proteger (卫之)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'以慈卫之'"
arsovska,67,67-14,8,"compasión","compasión","慈","cí","Compasión (慈)","sustantivo",false,"Término de preposición","名词","","","","","","","oración principal","'慈'"
arsovska,68,68-1,1,"Quien","quien","者","zhě","Quien (relativo)","pronombre",false,"Antecedente relativo","关系代词","","","","","","","subordinada relativa","'善为士者'"
arsovska,68,68-1,2,"sabe","saber","善","shàn","Saber, ser diestro (善)","verbo",false,"Verbo de la relativa","动词作谓语",3,"singular","presente","indicativo","","","subordinada relativa","'善为士'"
arsovska,68,68-1,3,"pelear","pelear","士","shì","Pelear (为士=为武士)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","subordinada relativa","'士'"
arsovska,68,68-1,4,"no","no","不","bù","No (negación, 不武)","adverbio",false,"Adverbio de negación","否定副词","","","","","","","oración principal","'不武'"
arsovska,68,68-1,5,"emplea","emplear","武","wǔ","Emplear (armas) (不武)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'武'"
arsovska,68,68-1,6,"armas","arma","武","wǔ","Armas (武)","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","'武'"
arsovska,68,68-2,1,"quien","quien","者","zhě","Quien (relativo)","pronombre",false,"Antecedente relativo","关系代词","","","","","","","subordinada relativa","'善战者'"
arsovska,68,68-2,2,"sabe","saber","善","shàn","Saber (善战)","verbo",false,"Verbo de la relativa","动词作谓语",3,"singular","presente","indicativo","","","subordinada relativa","'善'"
arsovska,68,68-2,3,"luchar","luchar","战","zhàn","Luchar (战)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","subordinada relativa","'战'"
arsovska,68,68-2,4,"controla","controlar","怒","nù","Controlar (ira) (不怒)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'不怒'"
arsovska,68,68-2,6,"ira","ira","怒","nù","Ira (怒)","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","'怒'"
arsovska,68,68-3,1,"quien","quien","者","zhě","Quien (relativo)","pronombre",false,"Antecedente relativo","关系代词","","","","","","","subordinada relativa","'善胜敌者'"
arsovska,68,68-3,3,"vencer","vencer","胜","shèng","Vencer (胜敌)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","subordinada relativa","'胜'"
arsovska,68,68-3,5,"enemigo","enemigo","敌","dí","Enemigo (敌)","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","subordinada relativa","'敌'"
arsovska,68,68-3,6,"no","no","不","bù","No (negación, 不与)","adverbio",false,"Adverbio de negación","否定副词","","","","","","","oración principal","'不与'"
arsovska,68,68-3,7,"acude","acudir","与","yǔ","Acudir (al encuentro) (不与)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'与'"
arsovska,68,68-3,10,"encuentro","encuentro","与","yǔ","Encuentro (不与=不交锋)","sustantivo",false,"Término de preposición","名词","","","","","","","oración principal","'与'"
arsovska,68,68-4,1,"quien","quien","者","zhě","Quien (relativo)","pronombre",false,"Antecedente relativo","关系代词","","","","","","","subordinada relativa","'善用人者'"
arsovska,68,68-4,3,"otros","otro","人","rén","Otros (用人)","sustantivo",false,"Objeto directo (antepuesto)","名词作宾语","","","","","","","subordinada relativa","'人'"
arsovska,68,68-4,4,"sabe","saber","善","shàn","Saber (善用人)","verbo",false,"Verbo de la relativa","动词作谓语",3,"singular","presente","indicativo","","","subordinada relativa","'善'"
arsovska,68,68-4,5,"usar","usar","用","yòng","Usar, emplear (用人)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","subordinada relativa","'用'"
arsovska,68,68-4,6,"se","se","（下）","-","'se' pronominal","pronombre",false,"Pronombre pronominal","代词性成分","","","","","","se → quien","oración principal",""
arsovska,68,68-4,7,"coloca","colocar","下","xià","Colocarse (为之下)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'为之下'"
arsovska,68,68-4,10,"ellos","ellos","之","zhī","Ellos (= los otros)","pronombre",false,"Término de preposición","人称代词","","","","","","ellos → los otros","oración principal","'下之'"
arsovska,68,68-5,1,"He","he","是","shì","He aquí (presentativo, 是谓)","adverbio",false,"Presentativo","提示副词","","","","","","","oración principal","'是谓不争之德'"
arsovska,68,68-5,2,"aquí","aquí","谓","wèi","Aquí ('he aquí'=是谓)","adverbio",false,"CC de lugar","副词","","","","","","","oración principal","'谓'"
arsovska,68,68-5,4,"Virtud","virtud","德","dé","Virtud (不争之德)","sustantivo",false,"Atributo","名词作表语","","","","","","","oración principal","术语: 德"
arsovska,68,68-5,6,"no","no","不","bù","No ('no contender'=不争)","adverbio",false,"Adverbio de negación","否定副词","","","","","","","oración principal","'不争'"
arsovska,68,68-5,7,"contender","contender","争","zhēng","Contender (争)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'争'"
arsovska,68,68-6,2,"destreza","destreza","力","lì","Destreza, fuerza (用人之力)","sustantivo",false,"Aposición","名词","","","","","","","oración principal","'是谓用人之力'"
arsovska,68,68-6,4,"saber","saber","用","yòng","Saber (disponer) (用人)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'用'"
arsovska,68,68-6,5,"disponer","disponer","用","yòng","Disponer de (用人)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'用'"
arsovska,68,68-6,8,"demás","demás","人","rén","Los demás (人)","sustantivo",false,"Término de preposición","名词","","","","","","","oración principal","'人'"
arsovska,68,68-7,2,"tiempos","tiempo","古","gǔ","Tiempos (古之极)","sustantivo",false,"Término de preposición","名词","","","","","","","oración exclamativa","'配天古之极'"
arsovska,68,68-7,3,"remotos","remoto","古","gǔ","Remotos (古)","adjetivo",false,"Modificador","形容词作定语","","","","","","","oración exclamativa","'古'"
arsovska,68,68-7,4,"eso","eso","是","shì","Eso (demostrativo)","pronombre",false,"Sujeto","指示代词作主语","","","","","","","oración exclamativa","'是谓配天'"
arsovska,68,68-7,5,"es","ser","谓","wèi","Ser (cópula, 是谓)","verbo",false,"Verbo copulativo","系动词",3,"singular","presente","indicativo","","","oración exclamativa","'谓'"
arsovska,68,68-7,6,"ser","ser","配","pèi","Ser (dignamente) (配天)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración exclamativa","'配'"
arsovska,68,68-7,7,"digno","digno","极","jí","Digno (古之极)","adjetivo",false,"Modificador","形容词作定语","","","","","","","oración exclamativa","'极'"
arsovska,68,68-7,8,"par","par","配","pèi","Par, pareja (配天)","sustantivo",false,"Atributo","名词作表语","","","","","","","oración exclamativa","'配'"
arsovska,68,68-7,10,"cielo","cielo","天","tiān","Cielo (天)","sustantivo",false,"Complemento del nombre","名词","","","","","","","oración exclamativa","'天'"
arsovska,69,69-1,1,"Quienes","quien","（用兵者）","-","Quienes (relativo)","pronombre",false,"Antecedente relativo","关系代词","","","","","","","subordinada relativa","'用兵有言'"
arsovska,69,69-1,2,"comandan","comandar","用","yòng","Comandar, emplear (用兵)","verbo",false,"Verbo de la relativa","动词作谓语",3,"plural","presente","indicativo","","","subordinada relativa","'用兵'"
arsovska,69,69-1,3,"ejércitos","ejército","兵","bīng","Ejércitos (兵)","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","subordinada relativa","'兵'"
arsovska,69,69-1,4,"dicen","decir","言","yán","Decir (有言)","verbo",false,"Verbo principal","动词作谓语",3,"plural","presente","indicativo","","","oración principal","'有言'"
arsovska,69,69-2,1,"prefiero","preferir","不敢","bù gǎn","Preferir (吾不敢为主)","verbo",false,"Verbo principal","动词作谓语",1,"singular","presente","indicativo","","","oración principal","'吾不敢为主而为客' 第一人称"
arsovska,69,69-2,2,"ser","ser","为","wéi","Ser (为主/为客)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'为'"
arsovska,69,69-2,3,"huésped","huésped","客","kè","Huésped (客)","sustantivo",false,"Atributo","名词作表语","","","","","","","oración principal","'客'"
arsovska,69,69-2,5,"no","no","不","bù","No (negación)","adverbio",false,"Adverbio de negación","否定副词","","","","","","","oración principal","'不敢为主'"
arsovska,69,69-2,6,"anfitrión","anfitrión","主","zhǔ","Anfitrión (主)","sustantivo",false,"Atributo","名词作表语","","","","","","","oración principal","'主'"
arsovska,69,69-3,1,"prefiero","preferir","不敢","bù gǎn","Preferir (不敢进寸而退尺)","verbo",false,"Verbo principal","动词作谓语",1,"singular","presente","indicativo","","","oración principal","第一人称"
arsovska,69,69-3,2,"retroceder","retroceder","退","tuì","Retroceder (退尺)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'退'"
arsovska,69,69-3,3,"diez","diez","尺","chǐ","Diez ('diez pasos'=尺, 译本放大)","numeral",false,"Numeral","数词","","","","","","","oración principal","'尺' 译本: 尺→diez pasos"
arsovska,69,69-3,4,"pasos","paso","尺","chǐ","Pasos (尺)","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","'尺'"
arsovska,69,69-3,7,"avanzar","avanzar","进","jìn","Avanzar (进寸)","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'进'"
arsovska,69,69-3,8,"una","uno","寸","cùn","Una (pulgada) (寸)","determinante",false,"Determinante numeral","数词","","","","","","","oración principal","'寸'"
arsovska,69,69-3,9,"pulgada","pulgada","寸","cùn","Pulgada (寸)","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","'寸'"
arsovska,69,69-4,1,"Esto","esto","是","shì","Esto (demostrativo)","pronombre",false,"Sujeto","指示代词作主语","","","","","","","oración principal","'是谓行无行'"
arsovska,69,69-4,2,"se","se","（谓）","-","'se' de pasiva refleja","pronombre",false,"Marca de pasiva refleja","被动标记","","","","","","se → impersonal","oración principal",""
arsovska,69,69-4,3,"llama","llamar","谓","wèi","Llamar (谓)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'谓'"
